zip_codes
60064
60101
60001
60033
60102
60156
60803
60678
60666
60002
60501
60004
60005
60006
60652
60572
60502
60503
60504
60505
60506
60507
60568
60598
60599
60481
60674
60682
60693
60696
60697
60015
60010
60011
60021
60103
60133
60510
60539
60083
60087
60099
60455
60458
60459
60499
60629
60638
60401
60104
60105
60106
60399
60163
60402
60511
60108
60117
60406
60439
60440
60490
60538
60407
60408
60512
60153
60155
60513
60089
60012
60050
60097
60098
60109
60633
60527
60409
60643
60827
60119
60124
60140
60174
60175
60416
60116
60122
60128
60132
60188
60197
60199
60110
60013
60410
60649
60670
60673
60046
60610
60712
60290
60601
60602
60603
60604
60605
60606
60607
60608
60609
60611
60612
60613
60614
60615
60616
60617
60618
60619
60620
60621
60622
60623
60624
60625
60626
60628
60630
60631
60632
60634
60636
60637
60639
60640
60641
60642
60644
60645
60646
60647
60651
60653
60654
60655
60656
60657
60659
60660
60661
60664
60668
60669
60675
60677
60680
60681
60684
60685
60686
60687
60688
60689
60690
60691
60694
60695
60699
60701
60706
60707
60804
60805
60411
60412
60415
60111
60514
60478
60152
60112
60525
60403
60435
60445
60417
60014
60039
60561
60115
60016
60017
60018
60019
60426
60419
60515
60516
60517
60432
60118
60474
60429
60047
60120
60121
60123
60007
60009
60126
60421
60519
60129
60201
60202
60203
60204
60208
60209
60146
60422
60148
60130
60037
60020
60423
60131
60030
60424
60134
60135
60136
60137
60138
60022
60139
60025
60026
60425
60029
60088
60044
60045
60048
60031
60073
60069
60428
60034
60541
60145
60457
60035
60040
60162
60520
60141
60521
60522
60523
60067
60169
60173
60179
60192
60195
60196
60051
60441
60491
60456
60430
60093
60142
60061
60041
60042
60143
60404
60431
60433
60434
60436
60144
60172
60049
60043
60074
60437
60526
60147
60084
60438
60092
60151
60532
60545
60060
60534
60150
60442
60443
60444
60556
60157
60055
60160
60161
60164
60165
60536
60537
60447
60448
60449
60450
60053
60056
60540
60563
60564
60565
60566
60567
60451
60714
60542
60086
60546
60062
60065
60185
60452
60453
60454
60301
60302
60303
60304
60181
60461
60477
60487
60462
60467
60543
60038
60078
60094
60095
60463
60465
60464
60085
60466
60484
60068
60468
60544
60585
60586
60170
60560
60469
60070
60071
60471
60072
60305
60171
60472
60008
60446
60075
60548
60159
60168
60193
60194
60176
60550
60076
60077
60552
60177
60473
60081
60475
60107
60554
60178
60082
60476
60180
60479
60555
60183
60079
60184
60186
60154
60558
60559
60187
60189
60090
60480
60091
60190
60096
60191
60482
