CBSA,ZIP,num_listings
"Baltimore-Columbia-Towson, MD",21757,1
"Baltimore-Columbia-Towson, MD",20714,10
"Baltimore-Columbia-Towson, MD",20736,8
"Baltimore-Columbia-Towson, MD",20758,0
"Baltimore-Columbia-Towson, MD",21625,0
"Baltimore-Columbia-Towson, MD",21644,0
"Baltimore-Columbia-Towson, MD",21660,0
"Baltimore-Columbia-Towson, MD",21727,7
"Baltimore-Columbia-Towson, MD",21778,1
"Baltimore-Columbia-Towson, MD",19964,0
"Baltimore-Columbia-Towson, MD",21649,0
"Baltimore-Columbia-Towson, MD",19953,2
"Baltimore-Columbia-Towson, MD",19938,2
"Birmingham-Hoover, AL",35203,15
"Birmingham-Hoover, AL",35234,11
"Birmingham-Hoover, AL",35233,21
"Birmingham-Hoover, AL",35204,19
"Birmingham-Hoover, AL",35222,22
"Birmingham-Hoover, AL",35205,99
"Birmingham-Hoover, AL",35211,31
"Birmingham-Hoover, AL",35254,0
"Birmingham-Hoover, AL",35207,4
"Birmingham-Hoover, AL",35209,44
"Birmingham-Hoover, AL",35214,41
"Birmingham-Hoover, AL",35223,18
"Birmingham-Hoover, AL",35213,13
"Birmingham-Hoover, AL",35212,15
"Birmingham-Hoover, AL",35217,35
"Birmingham-Hoover, AL",35218,18
"Birmingham-Hoover, AL",35208,26
"Birmingham-Hoover, AL",35216,38
"Birmingham-Hoover, AL",35068,13
"Birmingham-Hoover, AL",35206,85
"Birmingham-Hoover, AL",35117,2
"Birmingham-Hoover, AL",35005,38
"Birmingham-Hoover, AL",35229,0
"Birmingham-Hoover, AL",35210,29
"Birmingham-Hoover, AL",35071,15
"Birmingham-Hoover, AL",35243,13
"Birmingham-Hoover, AL",35226,19
"Birmingham-Hoover, AL",35022,16
"Birmingham-Hoover, AL",35244,18
"Birmingham-Hoover, AL",35221,1
"Birmingham-Hoover, AL",35020,25
"Birmingham-Hoover, AL",35224,14
"Birmingham-Hoover, AL",35228,29
"Birmingham-Hoover, AL",35119,0
"Birmingham-Hoover, AL",35215,238
"Birmingham-Hoover, AL",35064,12
"Birmingham-Hoover, AL",35060,0
"Birmingham-Hoover, AL",35118,1
"Birmingham-Hoover, AL",35242,29
"Birmingham-Hoover, AL",35061,1
"Birmingham-Hoover, AL",35127,12
"Birmingham-Hoover, AL",35094,12
"Birmingham-Hoover, AL",35235,74
"Birmingham-Hoover, AL",35023,53
"Birmingham-Hoover, AL",35073,10
"Birmingham-Hoover, AL",35116,3
"Birmingham-Hoover, AL",35173,23
"Birmingham-Hoover, AL",35036,0
"Birmingham-Hoover, AL",35130,0
"Birmingham-Hoover, AL",35124,20
"Birmingham-Hoover, AL",35062,4
"Birmingham-Hoover, AL",35139,0
"Birmingham-Hoover, AL",35180,6
"Birmingham-Hoover, AL",35126,60
"Birmingham-Hoover, AL",35043,15
"Birmingham-Hoover, AL",35147,4
"Birmingham-Hoover, AL",35091,4
"Birmingham-Hoover, AL",35080,22
"Birmingham-Hoover, AL",35176,0
"Birmingham-Hoover, AL",35004,17
"Birmingham-Hoover, AL",35111,12
"Birmingham-Hoover, AL",35006,0
"Birmingham-Hoover, AL",35007,22
"Birmingham-Hoover, AL",35128,4
"Birmingham-Hoover, AL",35133,2
"Birmingham-Hoover, AL",35051,1
"Birmingham-Hoover, AL",35172,0
"Birmingham-Hoover, AL",35148,1
"Birmingham-Hoover, AL",35444,1
"Birmingham-Hoover, AL",35120,35
"Birmingham-Hoover, AL",35112,0
"Birmingham-Hoover, AL",35580,1
"Birmingham-Hoover, AL",35078,0
"Birmingham-Hoover, AL",35186,4
"Birmingham-Hoover, AL",35115,23
"Birmingham-Hoover, AL",35184,1
"Birmingham-Hoover, AL",35114,5
"Birmingham-Hoover, AL",35079,0
"Birmingham-Hoover, AL",35146,12
"Birmingham-Hoover, AL",35040,85
"Birmingham-Hoover, AL",35550,0
"Birmingham-Hoover, AL",35178,0
"Birmingham-Hoover, AL",35063,0
"Birmingham-Hoover, AL",35052,0
"Birmingham-Hoover, AL",35125,8
"Birmingham-Hoover, AL",35044,2
"Birmingham-Hoover, AL",35579,0
"Birmingham-Hoover, AL",35475,0
"Birmingham-Hoover, AL",35097,0
"Birmingham-Hoover, AL",35049,0
"Birmingham-Hoover, AL",35121,0
"Birmingham-Hoover, AL",35504,4
"Birmingham-Hoover, AL",35054,1
"Birmingham-Hoover, AL",35035,0
"Birmingham-Hoover, AL",35014,2
"Birmingham-Hoover, AL",35953,1
"Birmingham-Hoover, AL",35077,4
"Birmingham-Hoover, AL",35033,0
"Birmingham-Hoover, AL",35546,0
"Birmingham-Hoover, AL",35188,0
"Birmingham-Hoover, AL",35584,0
"Birmingham-Hoover, AL",35187,0
"Birmingham-Hoover, AL",35013,0
"Birmingham-Hoover, AL",35151,1
"Birmingham-Hoover, AL",35046,1
"Birmingham-Hoover, AL",35085,1
"Birmingham-Hoover, AL",35143,1
"Birmingham-Hoover, AL",35131,0
"Birmingham-Hoover, AL",35042,1
"Birmingham-Hoover, AL",35490,2
"Birmingham-Hoover, AL",35074,0
"Birmingham-Hoover, AL",35501,6
"Birmingham-Hoover, AL",35160,28
"Birmingham-Hoover, AL",35031,1
"Birmingham-Hoover, AL",35096,25
"Birmingham-Hoover, AL",35135,2
"Birmingham-Hoover, AL",35070,0
"Birmingham-Hoover, AL",35456,2
"Birmingham-Hoover, AL",36792,0
"Birmingham-Hoover, AL",35053,1
"Birmingham-Hoover, AL",35045,0
"Birmingham-Hoover, AL",35503,0
"Birmingham-Hoover, AL",35987,0
"Birmingham-Hoover, AL",35587,0
"Birmingham-Hoover, AL",35549,1
"Birmingham-Hoover, AL",36750,0
"Birmingham-Hoover, AL",36793,0
"Birmingham-Hoover, AL",35952,0
"Birmingham-Hoover, AL",35541,0
"Birmingham-Hoover, AL",35578,1
"Birmingham-Hoover, AL",35055,13
"Birmingham-Hoover, AL",35083,0
"Birmingham-Hoover, AL",35171,0
"Birmingham-Hoover, AL",35907,0
"Birmingham-Hoover, AL",36271,1
"Birmingham-Hoover, AL",35906,6
"Birmingham-Hoover, AL",35954,2
"Birmingham-Hoover, AL",35972,0
"Birmingham-Hoover, AL",35034,0
"Birmingham-Hoover, AL",35980,0
"Birmingham-Hoover, AL",36091,0
"Birmingham-Hoover, AL",36756,0
"Birmingham-Hoover, AL",35474,4
"Birmingham-Hoover, AL",35136,0
"Birmingham-Hoover, AL",35016,2
"Birmingham-Hoover, AL",35976,8
"Birmingham-Hoover, AL",35575,0
"Birmingham-Hoover, AL",35957,0
"Birmingham-Hoover, AL",36701,2
"Birmingham-Hoover, AL",36758,0
"Birmingham-Hoover, AL",36790,0
"Birmingham-Hoover, AL",35554,0
"Birmingham-Hoover, AL",36006,0
"Birmingham-Hoover, AL",35594,0
"Birmingham-Hoover, AL",36051,0
"Birmingham-Hoover, AL",36790,0
"Birmingham-Hoover, AL",35554,0
"Birmingham-Hoover, AL",36006,0
"Birmingham-Hoover, AL",35594,0
"Birmingham-Hoover, AL",36051,0
"Boston-Cambridge-Newton, MA-NH",2203,0
"Boston-Cambridge-Newton, MA-NH",2108,180
"Boston-Cambridge-Newton, MA-NH",2109,91
"Boston-Cambridge-Newton, MA-NH",2114,702
"Boston-Cambridge-Newton, MA-NH",2110,54
"Boston-Cambridge-Newton, MA-NH",2111,132
"Boston-Cambridge-Newton, MA-NH",2113,566
"Boston-Cambridge-Newton, MA-NH",2141,309
"Boston-Cambridge-Newton, MA-NH",2210,48
"Boston-Cambridge-Newton, MA-NH",2116,26
"Boston-Cambridge-Newton, MA-NH",2129,146
"Boston-Cambridge-Newton, MA-NH",2118,18
"Boston-Cambridge-Newton, MA-NH",2127,676
"Boston-Cambridge-Newton, MA-NH",2163,0
"Boston-Cambridge-Newton, MA-NH",2139,698
"Boston-Cambridge-Newton, MA-NH",2138,690
"Boston-Cambridge-Newton, MA-NH",2472,346
"Boston-Cambridge-Newton, MA-NH",2134,461
"Boston-Cambridge-Newton, MA-NH",2135,721
"Boston-Cambridge-Newton, MA-NH",2215,167
"Boston-Cambridge-Newton, MA-NH",2115,252
"Boston-Cambridge-Newton, MA-NH",2142,65
"Boston-Cambridge-Newton, MA-NH",2125,366
"Boston-Cambridge-Newton, MA-NH",2122,143
"Boston-Cambridge-Newton, MA-NH",2128,581
"Boston-Cambridge-Newton, MA-NH",2151,127
"Boston-Cambridge-Newton, MA-NH",2171,142
"Boston-Cambridge-Newton, MA-NH",2152,63
"Boston-Cambridge-Newton, MA-NH",2199,16
"Boston-Cambridge-Newton, MA-NH",2143,705
"Boston-Cambridge-Newton, MA-NH",2145,560
"Boston-Cambridge-Newton, MA-NH",2149,133
"Boston-Cambridge-Newton, MA-NH",2150,123
"Boston-Cambridge-Newton, MA-NH",2119,732
"Boston-Cambridge-Newton, MA-NH",2155,477
"Boston-Cambridge-Newton, MA-NH",2446,340
"Boston-Cambridge-Newton, MA-NH",2445,509
"Boston-Cambridge-Newton, MA-NH",2130,765
"Boston-Cambridge-Newton, MA-NH",2120,412
"Boston-Cambridge-Newton, MA-NH",2148,287
"Boston-Cambridge-Newton, MA-NH",2121,115
"Boston-Cambridge-Newton, MA-NH",2144,582
"Boston-Cambridge-Newton, MA-NH",2140,410
"Boston-Cambridge-Newton, MA-NH",2124,216
"Boston-Cambridge-Newton, MA-NH",2131,130
"Boston-Cambridge-Newton, MA-NH",2467,521
"Boston-Cambridge-Newton, MA-NH",2478,154
"Boston-Cambridge-Newton, MA-NH",2474,126
"Boston-Cambridge-Newton, MA-NH",2126,61
"Boston-Cambridge-Newton, MA-NH",2176,79
"Boston-Cambridge-Newton, MA-NH",2132,136
"Boston-Cambridge-Newton, MA-NH",1906,26
"Boston-Cambridge-Newton, MA-NH",2186,27
"Boston-Cambridge-Newton, MA-NH",1890,40
"Boston-Cambridge-Newton, MA-NH",2458,215
"Boston-Cambridge-Newton, MA-NH",2170,63
"Boston-Cambridge-Newton, MA-NH",2476,91
"Boston-Cambridge-Newton, MA-NH",2136,70
"Boston-Cambridge-Newton, MA-NH",2459,90
"Boston-Cambridge-Newton, MA-NH",1905,22
"Boston-Cambridge-Newton, MA-NH",2180,31
"Boston-Cambridge-Newton, MA-NH",2169,292
"Boston-Cambridge-Newton, MA-NH",2460,106
"Boston-Cambridge-Newton, MA-NH",2421,45
"Boston-Cambridge-Newton, MA-NH",1801,72
"Boston-Cambridge-Newton, MA-NH",2452,48
"Boston-Cambridge-Newton, MA-NH",2453,117
"Boston-Cambridge-Newton, MA-NH",2461,22
"Boston-Cambridge-Newton, MA-NH",1880,31
"Boston-Cambridge-Newton, MA-NH",2468,11
"Boston-Cambridge-Newton, MA-NH",2045,31
"Boston-Cambridge-Newton, MA-NH",2368,25
"Boston-Cambridge-Newton, MA-NH",2184,46
"Boston-Cambridge-Newton, MA-NH",1901,15
"Boston-Cambridge-Newton, MA-NH",1902,72
"Boston-Cambridge-Newton, MA-NH",1908,10
"Boston-Cambridge-Newton, MA-NH",2465,67
"Boston-Cambridge-Newton, MA-NH",2492,10
"Boston-Cambridge-Newton, MA-NH",2026,32
"Boston-Cambridge-Newton, MA-NH",2494,18
"Boston-Cambridge-Newton, MA-NH",2451,32
"Boston-Cambridge-Newton, MA-NH",2420,20
"Boston-Cambridge-Newton, MA-NH",2464,30
"Boston-Cambridge-Newton, MA-NH",1940,5
"Boston-Cambridge-Newton, MA-NH",2191,17
"Boston-Cambridge-Newton, MA-NH",2021,35
"Boston-Cambridge-Newton, MA-NH",1803,20
"Boston-Cambridge-Newton, MA-NH",2481,24
"Boston-Cambridge-Newton, MA-NH",2466,66
"Boston-Cambridge-Newton, MA-NH",1904,10
"Boston-Cambridge-Newton, MA-NH",1960,30
"Boston-Cambridge-Newton, MA-NH",2462,11
"Boston-Cambridge-Newton, MA-NH",2090,20
"Boston-Cambridge-Newton, MA-NH",2043,20
"Boston-Cambridge-Newton, MA-NH",2188,21
"Boston-Cambridge-Newton, MA-NH",1867,19
"Boston-Cambridge-Newton, MA-NH",2493,14
"Boston-Cambridge-Newton, MA-NH",1773,4
"Boston-Cambridge-Newton, MA-NH",2189,19
"Boston-Cambridge-Newton, MA-NH",1907,20
"Boston-Cambridge-Newton, MA-NH",1887,8
"Boston-Cambridge-Newton, MA-NH",2030,7
"Boston-Cambridge-Newton, MA-NH",1970,128
"Boston-Cambridge-Newton, MA-NH",2457,0
"Boston-Cambridge-Newton, MA-NH",2482,21
"Boston-Cambridge-Newton, MA-NH",2062,53
"Boston-Cambridge-Newton, MA-NH",1945,36
"Boston-Cambridge-Newton, MA-NH",1864,7
"Boston-Cambridge-Newton, MA-NH",2190,24
"Boston-Cambridge-Newton, MA-NH",1730,10
"Boston-Cambridge-Newton, MA-NH",1731,0
"Boston-Cambridge-Newton, MA-NH",1742,24
"Boston-Cambridge-Newton, MA-NH",2025,15
"Boston-Cambridge-Newton, MA-NH",2072,30
"Boston-Cambridge-Newton, MA-NH",2343,6
"Boston-Cambridge-Newton, MA-NH",2067,20
"Boston-Cambridge-Newton, MA-NH",1778,10
"Boston-Cambridge-Newton, MA-NH",2061,2
"Boston-Cambridge-Newton, MA-NH",2370,10
"Boston-Cambridge-Newton, MA-NH",2081,5
"Boston-Cambridge-Newton, MA-NH",2052,3
"Boston-Cambridge-Newton, MA-NH",1760,42
"Boston-Cambridge-Newton, MA-NH",2066,12
"Boston-Cambridge-Newton, MA-NH",1821,13
"Boston-Cambridge-Newton, MA-NH",1923,19
"Boston-Cambridge-Newton, MA-NH",1949,5
"Boston-Cambridge-Newton, MA-NH",2322,3
"Boston-Cambridge-Newton, MA-NH",1770,4
"Boston-Cambridge-Newton, MA-NH",2351,16
"Boston-Cambridge-Newton, MA-NH",1776,7
"Boston-Cambridge-Newton, MA-NH",1701,25
"Boston-Cambridge-Newton, MA-NH",1915,58
"Boston-Cambridge-Newton, MA-NH",1937,0
"Boston-Cambridge-Newton, MA-NH",1876,12
"Boston-Cambridge-Newton, MA-NH",2032,2
"Boston-Cambridge-Newton, MA-NH",2302,16
"Boston-Cambridge-Newton, MA-NH",2301,75
"Boston-Cambridge-Newton, MA-NH",1741,4
"Boston-Cambridge-Newton, MA-NH",1845,42
"Boston-Cambridge-Newton, MA-NH",1921,1
"Boston-Cambridge-Newton, MA-NH",1983,8
"Boston-Cambridge-Newton, MA-NH",1810,31
"Boston-Cambridge-Newton, MA-NH",2339,6
"Boston-Cambridge-Newton, MA-NH",1984,2
"Boston-Cambridge-Newton, MA-NH",1702,33
"Boston-Cambridge-Newton, MA-NH",2054,2
"Boston-Cambridge-Newton, MA-NH",1886,17
"Boston-Cambridge-Newton, MA-NH",1720,22
"Boston-Cambridge-Newton, MA-NH",2356,10
"Boston-Cambridge-Newton, MA-NH",1824,11
"Boston-Cambridge-Newton, MA-NH",1862,4
"Boston-Cambridge-Newton, MA-NH",1752,67
"Boston-Cambridge-Newton, MA-NH",1982,3
"Boston-Cambridge-Newton, MA-NH",2056,5
"Boston-Cambridge-Newton, MA-NH",1721,25
"Boston-Cambridge-Newton, MA-NH",1746,4
"Boston-Cambridge-Newton, MA-NH",2048,22
"Boston-Cambridge-Newton, MA-NH",2035,25
"Boston-Cambridge-Newton, MA-NH",2053,6
"Boston-Cambridge-Newton, MA-NH",2382,15
"Boston-Cambridge-Newton, MA-NH",2359,10
"Boston-Cambridge-Newton, MA-NH",2071,0
"Boston-Cambridge-Newton, MA-NH",1944,11
"Boston-Cambridge-Newton, MA-NH",2341,1
"Boston-Cambridge-Newton, MA-NH",2050,20
"Boston-Cambridge-Newton, MA-NH",1754,19
"Boston-Cambridge-Newton, MA-NH",1938,12
"Boston-Cambridge-Newton, MA-NH",1772,6
"Boston-Cambridge-Newton, MA-NH",2333,0
"Boston-Cambridge-Newton, MA-NH",1775,3
"Boston-Cambridge-Newton, MA-NH",2379,0
"Boston-Cambridge-Newton, MA-NH",2375,9
"Boston-Cambridge-Newton, MA-NH",1929,0
"Boston-Cambridge-Newton, MA-NH",1745,0
"Boston-Cambridge-Newton, MA-NH",1969,4
"Boston-Cambridge-Newton, MA-NH",1852,71
"Boston-Cambridge-Newton, MA-NH",1851,37
"Boston-Cambridge-Newton, MA-NH",2093,4
"Boston-Cambridge-Newton, MA-NH",1718,0
"Boston-Cambridge-Newton, MA-NH",1460,3
"Boston-Cambridge-Newton, MA-NH",1930,42
"Boston-Cambridge-Newton, MA-NH",2038,30
"Boston-Cambridge-Newton, MA-NH",2767,3
"Boston-Cambridge-Newton, MA-NH",2324,33
"Boston-Cambridge-Newton, MA-NH",1749,15
"Boston-Cambridge-Newton, MA-NH",1748,5
"Boston-Cambridge-Newton, MA-NH",1826,17
"Boston-Cambridge-Newton, MA-NH",1844,24
"Boston-Cambridge-Newton, MA-NH",1843,22
"Boston-Cambridge-Newton, MA-NH",1719,6
"Boston-Cambridge-Newton, MA-NH",2047,0
"Boston-Cambridge-Newton, MA-NH",2019,8
"Boston-Cambridge-Newton, MA-NH",1863,5
"Boston-Cambridge-Newton, MA-NH",2762,5
"Boston-Cambridge-Newton, MA-NH",1850,36
"Boston-Cambridge-Newton, MA-NH",2332,17
"Boston-Cambridge-Newton, MA-NH",2338,1
"Boston-Cambridge-Newton, MA-NH",1835,13
"Boston-Cambridge-Newton, MA-NH",1833,2
"Boston-Cambridge-Newton, MA-NH",3076,6
"Boston-Cambridge-Newton, MA-NH",1834,4
"Boston-Cambridge-Newton, MA-NH",2760,38
"Boston-Cambridge-Newton, MA-NH",1581,29
"Boston-Cambridge-Newton, MA-NH",1841,21
"Boston-Cambridge-Newton, MA-NH",1854,60
"Boston-Cambridge-Newton, MA-NH",1740,5
"Boston-Cambridge-Newton, MA-NH",1451,1
"Boston-Cambridge-Newton, MA-NH",1840,7
"Boston-Cambridge-Newton, MA-NH",1757,6
"Boston-Cambridge-Newton, MA-NH",2367,2
"Boston-Cambridge-Newton, MA-NH",2364,6
"Boston-Cambridge-Newton, MA-NH",1922,1
"Boston-Cambridge-Newton, MA-NH",1879,7
"Boston-Cambridge-Newton, MA-NH",1830,32
"Boston-Cambridge-Newton, MA-NH",1432,10
"Boston-Cambridge-Newton, MA-NH",1450,10
"Boston-Cambridge-Newton, MA-NH",1951,12
"Boston-Cambridge-Newton, MA-NH",1503,0
"Boston-Cambridge-Newton, MA-NH",2864,18
"Boston-Cambridge-Newton, MA-NH",2346,19
"Boston-Cambridge-Newton, MA-NH",1832,55
"Boston-Cambridge-Newton, MA-NH",3062,14
"Boston-Cambridge-Newton, MA-NH",1827,3
"Boston-Cambridge-Newton, MA-NH",1532,16
"Boston-Cambridge-Newton, MA-NH",3079,12
"Boston-Cambridge-Newton, MA-NH",1756,1
"Boston-Cambridge-Newton, MA-NH",1747,3
"Boston-Cambridge-Newton, MA-NH",1966,17
"Boston-Cambridge-Newton, MA-NH",1568,3
"Boston-Cambridge-Newton, MA-NH",1985,1
"Boston-Cambridge-Newton, MA-NH",1950,40
"Boston-Cambridge-Newton, MA-NH",1504,4
"Boston-Cambridge-Newton, MA-NH",1860,6
"Boston-Cambridge-Newton, MA-NH",2330,3
"Boston-Cambridge-Newton, MA-NH",2360,83
"Boston-Cambridge-Newton, MA-NH",1434,1
"Boston-Cambridge-Newton, MA-NH",2895,53
"Boston-Cambridge-Newton, MA-NH",1464,3
"Boston-Cambridge-Newton, MA-NH",2718,3
"Boston-Cambridge-Newton, MA-NH",2347,3
"Boston-Cambridge-Newton, MA-NH",3087,6
"Boston-Cambridge-Newton, MA-NH",1913,16
"Boston-Cambridge-Newton, MA-NH",3811,2
"Boston-Cambridge-Newton, MA-NH",3865,2
"Boston-Cambridge-Newton, MA-NH",1463,9
"Boston-Cambridge-Newton, MA-NH",3858,0
"Boston-Cambridge-Newton, MA-NH",3051,6
"Boston-Cambridge-Newton, MA-NH",1462,3
"Boston-Cambridge-Newton, MA-NH",1523,1
"Boston-Cambridge-Newton, MA-NH",3038,27
"Boston-Cambridge-Newton, MA-NH",3841,6
"Boston-Cambridge-Newton, MA-NH",1952,8
"Boston-Cambridge-Newton, MA-NH",3827,0
"Boston-Cambridge-Newton, MA-NH",3053,10
"Boston-Cambridge-Newton, MA-NH",3826,1
"Boston-Cambridge-Newton, MA-NH",3848,4
"Boston-Cambridge-Newton, MA-NH",3049,6
"Boston-Cambridge-Newton, MA-NH",2770,1
"Boston-Cambridge-Newton, MA-NH",3819,0
"Boston-Cambridge-Newton, MA-NH",1469,6
"Boston-Cambridge-Newton, MA-NH",3874,4
"Boston-Cambridge-Newton, MA-NH",2576,1
"Boston-Cambridge-Newton, MA-NH",2717,2
"Boston-Cambridge-Newton, MA-NH",3873,2
"Boston-Cambridge-Newton, MA-NH",3844,1
"Boston-Cambridge-Newton, MA-NH",2779,0
"Boston-Cambridge-Newton, MA-NH",2702,0
"Boston-Cambridge-Newton, MA-NH",3052,0
"Boston-Cambridge-Newton, MA-NH",3833,23
"Boston-Cambridge-Newton, MA-NH",3044,4
"Boston-Cambridge-Newton, MA-NH",2571,10
"Boston-Cambridge-Newton, MA-NH",1474,1
"Boston-Cambridge-Newton, MA-NH",2366,0
"Boston-Cambridge-Newton, MA-NH",3103,68
"Boston-Cambridge-Newton, MA-NH",3036,2
"Boston-Cambridge-Newton, MA-NH",3842,20
"Boston-Cambridge-Newton, MA-NH",3032,1
"Boston-Cambridge-Newton, MA-NH",3109,14
"Boston-Cambridge-Newton, MA-NH",1431,3
"Boston-Cambridge-Newton, MA-NH",3048,0
"Boston-Cambridge-Newton, MA-NH",3077,1
"Boston-Cambridge-Newton, MA-NH",2538,6
"Boston-Cambridge-Newton, MA-NH",2743,2
"Boston-Cambridge-Newton, MA-NH",2739,8
"Boston-Cambridge-Newton, MA-NH",3862,8
"Boston-Cambridge-Newton, MA-NH",3034,1
"Boston-Cambridge-Newton, MA-NH",1420,64
"Boston-Cambridge-Newton, MA-NH",3042,1
"Boston-Cambridge-Newton, MA-NH",1430,1
"Boston-Cambridge-Newton, MA-NH",2562,7
"Boston-Cambridge-Newton, MA-NH",2738,4
"Boston-Cambridge-Newton, MA-NH",3885,4
"Boston-Cambridge-Newton, MA-NH",3870,10
"Boston-Cambridge-Newton, MA-NH",3856,1
"Boston-Cambridge-Newton, MA-NH",3840,3
"Boston-Cambridge-Newton, MA-NH",2532,17
"Boston-Cambridge-Newton, MA-NH",3871,0
"Boston-Cambridge-Newton, MA-NH",3106,8
"Boston-Cambridge-Newton, MA-NH",3104,60
"Boston-Cambridge-Newton, MA-NH",2558,1
"Boston-Cambridge-Newton, MA-NH",3801,70
"Boston-Cambridge-Newton, MA-NH",3857,10
"Boston-Cambridge-Newton, MA-NH",3290,4
"Boston-Cambridge-Newton, MA-NH",2719,9
"Boston-Cambridge-Newton, MA-NH",3037,3
"Boston-Cambridge-Newton, MA-NH",3824,9
"Boston-Cambridge-Newton, MA-NH",3820,78
"Boston-Cambridge-Newton, MA-NH",3903,8
"Boston-Cambridge-Newton, MA-NH",3861,2
"Boston-Cambridge-Newton, MA-NH",3825,1
"Boston-Cambridge-Newton, MA-NH",3261,2
"Boston-Cambridge-Newton, MA-NH",3291,0
"Boston-Cambridge-Newton, MA-NH",3275,3
"Boston-Cambridge-Newton, MA-NH",3854,0
"Boston-Cambridge-Newton, MA-NH",3234,0
"Boston-Cambridge-Newton, MA-NH",3823,0
"Boston-Cambridge-Newton, MA-NH",3884,1
"Boston-Cambridge-Newton, MA-NH",3908,12
"Boston-Cambridge-Newton, MA-NH",3869,1
"Boston-Cambridge-Newton, MA-NH",3835,3
"Boston-Cambridge-Newton, MA-NH",3225,0
"Boston-Cambridge-Newton, MA-NH",3878,13
"Boston-Cambridge-Newton, MA-NH",3263,4
"Boston-Cambridge-Newton, MA-NH",3218,0
"Boston-Cambridge-Newton, MA-NH",3839,7
"Boston-Cambridge-Newton, MA-NH",3867,19
"Boston-Cambridge-Newton, MA-NH",3901,6
"Boston-Cambridge-Newton, MA-NH",3868,3
"Boston-Cambridge-Newton, MA-NH",3851,4
"Boston-Cambridge-Newton, MA-NH",4027,0
"Boston-Cambridge-Newton, MA-NH",3855,1
"Boston-Cambridge-Newton, MA-NH",3809,3
"Boston-Cambridge-Newton, MA-NH",3887,0
"Boston-Cambridge-Newton, MA-NH",3894,4
"Boston-Cambridge-Newton, MA-NH",4001,0
"Boston-Cambridge-Newton, MA-NH",3852,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14210,36
"Buffalo-Cheektowaga-Niagara Falls, NY",14220,21
"Buffalo-Cheektowaga-Niagara Falls, NY",14209,41
"Buffalo-Cheektowaga-Niagara Falls, NY",14213,90
"Buffalo-Cheektowaga-Niagara Falls, NY",14208,48
"Buffalo-Cheektowaga-Niagara Falls, NY",14206,25
"Buffalo-Cheektowaga-Niagara Falls, NY",14222,89
"Buffalo-Cheektowaga-Niagara Falls, NY",14211,47
"Buffalo-Cheektowaga-Niagara Falls, NY",14212,26
"Buffalo-Cheektowaga-Niagara Falls, NY",14218,7
"Buffalo-Cheektowaga-Niagara Falls, NY",14216,72
"Buffalo-Cheektowaga-Niagara Falls, NY",14214,62
"Buffalo-Cheektowaga-Niagara Falls, NY",14207,50
"Buffalo-Cheektowaga-Niagara Falls, NY",14215,70
"Buffalo-Cheektowaga-Niagara Falls, NY",14224,19
"Buffalo-Cheektowaga-Niagara Falls, NY",14219,7
"Buffalo-Cheektowaga-Niagara Falls, NY",14227,12
"Buffalo-Cheektowaga-Niagara Falls, NY",14225,17
"Buffalo-Cheektowaga-Niagara Falls, NY",14217,16
"Buffalo-Cheektowaga-Niagara Falls, NY",14150,26
"Buffalo-Cheektowaga-Niagara Falls, NY",14223,17
"Buffalo-Cheektowaga-Niagara Falls, NY",14226,35
"Buffalo-Cheektowaga-Niagara Falls, NY",14072,7
"Buffalo-Cheektowaga-Niagara Falls, NY",14075,18
"Buffalo-Cheektowaga-Niagara Falls, NY",14043,15
"Buffalo-Cheektowaga-Niagara Falls, NY",14127,15
"Buffalo-Cheektowaga-Niagara Falls, NY",14221,42
"Buffalo-Cheektowaga-Niagara Falls, NY",14228,21
"Buffalo-Cheektowaga-Niagara Falls, NY",14261,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14068,3
"Buffalo-Cheektowaga-Niagara Falls, NY",14059,1
"Buffalo-Cheektowaga-Niagara Falls, NY",14120,27
"Buffalo-Cheektowaga-Niagara Falls, NY",14086,10
"Buffalo-Cheektowaga-Niagara Falls, NY",14052,2
"Buffalo-Cheektowaga-Niagara Falls, NY",14085,4
"Buffalo-Cheektowaga-Niagara Falls, NY",14057,2
"Buffalo-Cheektowaga-Niagara Falls, NY",14026,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14051,10
"Buffalo-Cheektowaga-Niagara Falls, NY",14004,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14031,6
"Buffalo-Cheektowaga-Niagara Falls, NY",14047,3
"Buffalo-Cheektowaga-Niagara Falls, NY",14112,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14094,44
"Buffalo-Cheektowaga-Niagara Falls, NY",14170,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14304,24
"Buffalo-Cheektowaga-Niagara Falls, NY",14032,1
"Buffalo-Cheektowaga-Niagara Falls, NY",14102,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14033,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14006,5
"Buffalo-Cheektowaga-Niagara Falls, NY",14001,1
"Buffalo-Cheektowaga-Niagara Falls, NY",14111,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14132,1
"Buffalo-Cheektowaga-Niagara Falls, NY",14025,3
"Buffalo-Cheektowaga-Niagara Falls, NY",14303,29
"Buffalo-Cheektowaga-Niagara Falls, NY",14139,0
"Buffalo-Cheektowaga-Niagara Falls, NY",14080,1
